metric,coverage_t,sample_size_source_t,kw_statistic,kw_pvalue,kw_significant,epsilon_squared,effect_strength,median_weak,median_moderate,median_strong,median_verystrong,best_group_by_median,worst_group_by_median,weak_minus_verystrong,trend_direction,dunn_weak_moderate,dunn_weak_strong,dunn_weak_verystrong,dunn_moderate_strong,dunn_moderate_verystrong,dunn_strong_verystrong,pairwise_summary
ALS,1,1,19.58192882297773,0.0002072008156526508,True,0.13591744936866992,EffectStrength.MEDIUM,0.9523809523809524,0.8389694041867954,0.8,0.7264033264033263,Weak,Very Strong,0.22597762597762616,decreasing_with_constraint,0.3895174945413705,0.3895174945413705,0.009019482782785734,0.8507790762632701,0.009019482782785734,0.06476867095255275,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
AP_ALS-PCI,3,2,10.95961895114649,0.011946247217106356,True,0.06524277828808599,EffectStrength.MEDIUM,0.4761194029850746,0.38086570620015436,0.3308823529411764,0.3178301741408537,Weak,Very Strong,0.15828922884422092,decreasing_with_constraint,0.4843019045956062,0.4843019045956062,0.057652303291614804,0.917088930517553,0.14556796650526388,0.37066279399146773,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
Default,1,1,21.743144578049268,7.37711194569123e-05,True,0.1536323326069612,EffectStrength.LARGER,0.909090909090909,0.8452380952380951,0.8499999999999999,0.7191549295774647,Weak,Very Strong,0.1899359795134442,non_monotonic,0.7352994485122345,0.7352994485122345,0.013419663482379114,0.8946645787580062,0.002494642387991892,0.02304973355829978,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
Default,1,2,23.351084245588105,3.411919332613765e-05,True,0.16681216594744347,EffectStrength.LARGER,0.909090909090909,0.8452380952380951,0.8499999999999999,0.7191549295774647,Weak,Very Strong,0.1899359795134442,non_monotonic,0.6907126133084772,0.6907126133084772,0.009153361623099654,0.9397191117615157,0.0017356336804230364,0.014762333289829907,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
Default,2,1,18.312280989460152,0.00037920357433067297,True,0.1255104999136078,EffectStrength.MEDIUM,0.6561085972850679,0.6130358191426893,0.635593220338983,0.472576458290744,Weak,Very Strong,0.18353213899432386,non_monotonic,1.0,1.0,0.07144262491108143,1.0,0.005807656624194116,0.02113511806413968,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
Default,2,2,18.084512614778305,0.00042254433895382314,True,0.12364354602277298,EffectStrength.MEDIUM,0.6561085972850679,0.6130358191426893,0.635593220338983,0.472576458290744,Weak,Very Strong,0.18353213899432386,non_monotonic,1.0,1.0,0.08568678502822163,1.0,0.00651053305592744,0.018591496938217274,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
Default,3,1,14.392247837223866,0.002417061862879068,True,0.09337908063298252,EffectStrength.MEDIUM,0.4033582089552239,0.39460092554733517,0.4390642002176278,0.2936258128027771,Strong,Very Strong,0.10973239615244679,non_monotonic,1.0,1.0,0.26923069018460516,1.0,0.02793670222668012,0.023361466778097535,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
Default,3,2,14.356875136449482,0.0024575179678310993,True,0.09308914046270067,EffectStrength.MEDIUM,0.4033582089552239,0.39460092554733517,0.4390642002176278,0.2936258128027771,Strong,Very Strong,0.10973239615244679,non_monotonic,1.0,1.0,0.31865927138286215,1.0,0.030111923290299825,0.019597355924209893,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
MDAP_MF-DF-ALS-PCI,1,1,20.652467687730436,0.00012430202663501436,True,0.1446923580961511,EffectStrength.LARGER,0.95,0.8321678321678322,0.7857142857142857,0.7204861111111112,Weak,Very Strong,0.2295138888888888,decreasing_with_constraint,0.2531738250258093,0.20900770208185618,0.004611095179285582,0.5641270775344516,0.004611095179285582,0.1355359066449462,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDAP_MF-DF-ALS-PCI,1,2,22.395761258686623,5.3960869271440153e-05,True,0.15898164966136577,EffectStrength.LARGER,0.95,0.8321678321678322,0.7857142857142857,0.7204861111111112,Weak,Very Strong,0.2295138888888888,decreasing_with_constraint,0.21093456143113304,0.200619972986036,0.0031342378407658777,0.6389873747409976,0.0031342378407658777,0.08234299083590525,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDAP_MF-DF-ALS-PCI,2,1,14.621083325666785,0.0021708335857141023,True,0.09525478135792446,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5187499999999999,0.4854222169966357,Weak,Very Strong,0.2506888941144755,decreasing_with_constraint,0.2962902547865972,0.2962902547865972,0.017994737598427755,0.7308863124669303,0.041706385301779676,0.2962902547865972,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDAP_MF-DF-ALS-PCI,2,2,14.760138622646624,0.0020335346883278167,True,0.09639457887415265,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5187499999999999,0.4854222169966357,Weak,Very Strong,0.2506888941144755,decreasing_with_constraint,0.35480698411561784,0.35480698411561784,0.021618879600255,0.7813157376344451,0.03634114501342451,0.23001879374876785,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDAP_MF-DF-ALS-PCI,3,1,10.825855284165854,0.012705793652214635,True,0.06414635478824471,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3068965517241379,0.31242185245743953,Weak,Strong,0.1818489808758938,non_monotonic,0.413463102104379,0.3757106581909875,0.04393643296990681,0.6726389724558862,0.14262247435154699,0.413463102104379,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDAP_MF-DF-ALS-PCI,3,2,10.567915085893402,0.014307196911781485,True,0.0620320908679787,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3068965517241379,0.31242185245743953,Weak,Strong,0.1818489808758938,non_monotonic,0.5028957262081741,0.4700493682714921,0.057802369283748586,0.6853461385467501,0.13134819500827324,0.5028957262081741,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,1,1,20.652467687730436,0.00012430202663501436,True,0.1446923580961511,EffectStrength.LARGER,0.95,0.8321678321678322,0.7857142857142857,0.7204861111111112,Weak,Very Strong,0.2295138888888888,decreasing_with_constraint,0.2531738250258093,0.20900770208185618,0.004611095179285582,0.5641270775344516,0.004611095179285582,0.1355359066449462,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,1,2,22.395761258686623,5.3960869271440153e-05,True,0.15898164966136577,EffectStrength.LARGER,0.95,0.8321678321678322,0.7857142857142857,0.7204861111111112,Weak,Very Strong,0.2295138888888888,decreasing_with_constraint,0.21093456143113304,0.200619972986036,0.0031342378407658777,0.6389873747409976,0.0031342378407658777,0.08234299083590525,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,2,1,14.567669157268623,0.002225983120019397,True,0.09481696030548052,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5182926829268293,0.4854222169966357,Weak,Very Strong,0.2506888941144755,decreasing_with_constraint,0.2967647657980867,0.2967647657980867,0.018661819115730584,0.7297368322273246,0.04155788537897638,0.2967647657980867,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,2,2,14.764738489250513,0.002029143200990458,True,0.0964322826987747,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5182926829268293,0.4854222169966357,Weak,Very Strong,0.2506888941144755,decreasing_with_constraint,0.3525320738840261,0.3525320738840261,0.021618879600255,0.7750545475288586,0.03588704915219791,0.23306923337569954,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,3,1,10.806741427159073,0.012818142782657548,True,0.06398968382917274,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3068965517241379,0.31242185245743953,Weak,Strong,0.1818489808758938,non_monotonic,0.413463102104379,0.3731847126903435,0.0440541295590766,0.6689190940862872,0.1432583945964087,0.413463102104379,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDA_MF-DF-ALS,3,2,10.704176574623471,0.013437930807709738,True,0.06314898831658583,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3068965517241379,0.31242185245743953,Weak,Strong,0.1818489808758938,non_monotonic,0.47166191599290175,0.4700493682714921,0.0537296364975343,0.7171177904991386,0.13469502272926692,0.47166191599290175,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDP_MF-DF-PCI,1,1,22.616733326072183,4.853548760802068e-05,True,0.16079289611534575,EffectStrength.LARGER,0.95,0.8321678321678322,0.8125,0.7258064516129032,Weak,Very Strong,0.2241935483870967,decreasing_with_constraint,0.2856016978037392,0.2856016978037392,0.0036384445957977577,0.702510502206994,0.002673963993830918,0.055033411918350254,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MDP_MF-DF-PCI,1,2,24.056883712234786,2.430612600301207e-05,True,0.17259740747733432,EffectStrength.LARGER,0.95,0.8321678321678322,0.8125,0.7258064516129032,Weak,Very Strong,0.2241935483870967,decreasing_with_constraint,0.26371306881542766,0.26371306881542766,0.0022408465263696,0.7719990352944839,0.002235029700923127,0.03655042623446127,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
MDP_MF-DF-PCI,2,1,14.808730753359317,0.0019876161181392013,True,0.09679287502753539,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5520557029177718,0.4858869154515276,Weak,Very Strong,0.25022419565958354,decreasing_with_constraint,0.3114443704908447,0.3114443704908447,0.015680760325194117,0.8916226216765851,0.05483405796588703,0.20783131278538935,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDP_MF-DF-PCI,2,2,15.000131662848458,0.0018165364550539527,True,0.09836173494138081,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5520557029177718,0.4858869154515276,Weak,Very Strong,0.25022419565958354,decreasing_with_constraint,0.32858942588388657,0.32858942588388657,0.01636455517839269,0.9284355618548825,0.051339225265749105,0.17565077707259413,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDP_MF-DF-PCI,3,1,11.199241095505087,0.010695876508066053,True,0.06720689422545154,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3403361344537815,0.31242185245743953,Weak,Very Strong,0.1818489808758938,decreasing_with_constraint,0.40431715867997,0.40431715867997,0.0425459193223824,0.9146595568782487,0.16364723952548135,0.40431715867997,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MDP_MF-DF-PCI,3,2,10.68629600408519,0.013548962444404747,True,0.06300242626299336,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.3403361344537815,0.31242185245743953,Weak,Very Strong,0.1818489808758938,decreasing_with_constraint,0.4486785503707347,0.4486785503707347,0.057652303291614734,0.9617415361416433,0.1795567462944059,0.37516646560189326,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MD_MF-DF,1,1,22.616733326072183,4.853548760802068e-05,True,0.16079289611534575,EffectStrength.LARGER,0.95,0.8321678321678322,0.8125,0.7258064516129032,Weak,Very Strong,0.2241935483870967,decreasing_with_constraint,0.2856016978037392,0.2856016978037392,0.0036384445957977577,0.702510502206994,0.002673963993830918,0.055033411918350254,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong ~ Very Strong
MD_MF-DF,1,2,24.056883712234786,2.430612600301207e-05,True,0.17259740747733432,EffectStrength.LARGER,0.95,0.8321678321678322,0.8125,0.7258064516129032,Weak,Very Strong,0.2241935483870967,decreasing_with_constraint,0.26371306881542766,0.26371306881542766,0.0022408465263696,0.7719990352944839,0.002235029700923127,0.03655042623446127,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
MD_MF-DF,2,1,14.815004393219091,0.0019817631179697894,True,0.09684429830507452,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5537181759587495,0.48590049867962903,Weak,Very Strong,0.2502106124314821,decreasing_with_constraint,0.3218540847940653,0.3218540847940653,0.016412427753504304,0.9142542256760893,0.0548071877595399,0.192639220366946,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MD_MF-DF,2,2,15.145908289717845,0.0016961115387052817,True,0.0995566253255561,EffectStrength.MEDIUM,0.7361111111111112,0.6120711725550434,0.5537181759587495,0.48590049867962903,Weak,Very Strong,0.2502106124314821,decreasing_with_constraint,0.3272322449143277,0.3272322449143277,0.01612567185574263,0.9552355283904093,0.05066887158419969,0.15882818678830463,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MD_MF-DF,3,1,11.358801698868804,0.009935800695739355,True,0.06851476802351479,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.34398976982097185,0.31242185245743953,Weak,Very Strong,0.1818489808758938,decreasing_with_constraint,0.3990394578981049,0.3990394578981049,0.043004970539150346,0.9251923092792766,0.15148254034547648,0.37178462218448305,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
MD_MF-DF,3,2,10.994148889008901,0.01175755685960332,True,0.06552581056564673,EffectStrength.MEDIUM,0.4942708333333333,0.38680026865292066,0.34398976982097185,0.31242185245743953,Weak,Very Strong,0.1818489808758938,decreasing_with_constraint,0.4435120879446552,0.4435120879446552,0.05429530747773053,0.989414123959391,0.16768923928588486,0.3289903820683243,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
PCI,1,1,21.743144578049268,7.37711194569123e-05,True,0.1536323326069612,EffectStrength.LARGER,0.909090909090909,0.8452380952380951,0.8499999999999999,0.7191549295774647,Weak,Very Strong,0.1899359795134442,non_monotonic,0.7352994485122345,0.7352994485122345,0.013419663482379114,0.8946645787580062,0.002494642387991892,0.02304973355829978,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
PCI,1,2,23.351084245588105,3.411919332613765e-05,True,0.16681216594744347,EffectStrength.LARGER,0.909090909090909,0.8452380952380951,0.8499999999999999,0.7191549295774647,Weak,Very Strong,0.1899359795134442,non_monotonic,0.6907126133084772,0.6907126133084772,0.009153361623099654,0.9397191117615157,0.0017356336804230364,0.014762333289829907,Weak ~ Moderate; Weak ~ Strong; Weak > Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
PCI,2,1,17.793538428873067,0.0004851470478500584,True,0.12125851171207432,EffectStrength.MEDIUM,0.6476190476190475,0.605174603174603,0.6234939759036143,0.4747388429783652,Weak,Very Strong,0.17288020464068232,non_monotonic,1.0,1.0,0.050169129286710544,1.0,0.008450283597538046,0.03009984504562859,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
PCI,2,2,17.047119818087527,0.0006911458392854077,True,0.11514032637776661,EffectStrength.MEDIUM,0.6476190476190475,0.605174603174603,0.6234939759036143,0.4747388429783652,Weak,Very Strong,0.17288020464068232,non_monotonic,1.0,1.0,0.07515342984409498,1.0,0.010391943747158603,0.028296537942369766,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate > Very Strong; Strong > Very Strong
PCI,3,1,11.008900168257245,0.011677846221524006,True,0.06564672269063315,EffectStrength.MEDIUM,0.4037974683544303,0.3909042536419246,0.40986842105263155,0.30248422340243825,Strong,Very Strong,0.10131324495199207,non_monotonic,1.0,1.0,0.28457490293661897,1.0,0.09117630648540555,0.08484402321427034,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
PCI,3,2,11.027834524600003,0.01157631199124717,True,0.06580192233278691,EffectStrength.MEDIUM,0.4037974683544303,0.3909042536419246,0.40986842105263155,0.30248422340243825,Strong,Very Strong,0.10131324495199207,non_monotonic,1.0,1.0,0.34207695505198016,1.0,0.09387859249158186,0.06953889546165253,Weak ~ Moderate; Weak ~ Strong; Weak ~ Very Strong; Moderate ~ Strong; Moderate ~ Very Strong; Strong ~ Very Strong
