compression,compressionBzip2,compressionGzip,compressionLrzip,compressionLzo,compressionZpaq,disableCompressibilityTesting,encryption,level,level1,level2,level3,level4,level5,level6,level7,level8,level9,unlimitedWindowSize,Performance
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50420.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53060.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53480.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51500.0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,673290.0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,679680.0
1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,674140.0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2267650.0
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2265330.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2265250.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2275110.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5765920.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5759100.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41150.0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,41790.0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,42300.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,43680.0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,43560.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45720.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,44370.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46950.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45770.0
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,220490.0
1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,222350.0
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,295950.0
1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,350260.0
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,347130.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,395130.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1070520.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1185460.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,833620.0
1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,213900.0
1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,222830.0
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,233560.0
1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,243700.0
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,250030.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,260550.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,263150.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,271090.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,274670.0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,88600.0
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,89260.0
1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,97960.0
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,103630.0
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,114530.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,139600.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,156680.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,198500.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,205040.0
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,65730.0
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,59710.0
1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,61770.0
1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,60460.0
1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,61210.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,61790.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,64550.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,63620.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,64620.0
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,681080.0
1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,684690.0
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,681250.0
1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2288260.0
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2282110.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2273900.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2282560.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,5802460.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,5810950.0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,49760.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,53200.0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,56980.0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,54820.0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,53500.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,56570.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,61280.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,56430.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,59650.0
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,212880.0
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,210810.0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,284060.0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,339360.0
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,340300.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,383910.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1061640.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1178930.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,828640.0
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,208080.0
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,212850.0
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,223100.0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,232720.0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,240110.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,249760.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,258170.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,263330.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,266710.0
1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,77610.0
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,81720.0
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,91570.0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,92590.0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,109300.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,127760.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,145950.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,187730.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,198100.0
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,50740.0
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,51040.0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,47370.0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,47570.0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48640.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,50250.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,52700.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,52920.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52010.0
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,672520.0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,671740.0
1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,675720.0
1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2271260.0
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2263060.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2271620.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2279890.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5768350.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5754200.0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,41260.0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,42910.0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,41830.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,41590.0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,43550.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,40550.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,47130.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,43330.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,45980.0
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,221550.0
1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,220350.0
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,295410.0
1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,350440.0
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,351010.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,389840.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1070210.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1186750.0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,832070.0
1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,212659.0
1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,225740.0
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,234950.0
1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,242800.0
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,250520.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,259470.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,268620.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,268560.0
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,276740.0
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,89450.0
1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,92770.0
1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,100240.0
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,106090.0
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,119050.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,140250.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,158380.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,199390.0
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,208740.0
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,60110.0
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,64640.0
1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,58050.0
1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,61000.0
1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,61870.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,61690.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,65100.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,64130.0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,64550.0
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,680540.0
1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,680310.0
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,681430.0
1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2289050.0
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2278560.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2290710.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2282210.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,5797710.0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,5811280.0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,52650.0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,49450.0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,53530.0
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,57850.0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,59380.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,58470.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,56940.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,59060.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,58760.0
1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,212530.0
1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,209160.0
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,283850.0
1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,338900.0
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,339880.0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,383300.0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1060630.0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1178530.0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,828500.0
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,208010.0
1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,215150.0
1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,223090.0
1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,232880.0
1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,239080.0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,248560.0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,257790.0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,262750.0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,266990.0
1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,77430.0
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,81420.0
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,91630.0
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,94420.0
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,107250.0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,126550.0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,145660.0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,186750.0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,193590.0
1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,49440.0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,51360.0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,47910.0
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,46750.0
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,49160.0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,50200.0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,52880.0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,53450.0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,52040.0
1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,672970.0
1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,671500.0
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,673650.0
1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2271210.0
1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2264750.0
1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2267790.0
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2275100.0
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5565990.0
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5578370.0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,40430.0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,44600.0
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,41900.0
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,42230.0
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,43660.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,44110.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,46710.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,48150.0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45270.0
1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,220780.0
1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,220370.0
1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,296210.0
1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,350440.0
1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,349540.0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,392630.0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1067140.0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1183670.0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,833190.0
1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,214970.0
1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,224880.0
1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,234460.0
1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,244100.0
1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,250660.0
1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,259530.0
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,268330.0
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,268830.0
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,272930.0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,89180.0
1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,90930.0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,102280.0
1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,106310.0
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,117480.0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,138260.0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,155440.0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,199110.0
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,208540.0
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,64910.0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62210.0
1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,61350.0
1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,59970.0
1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,57750.0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,62120.0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,64570.0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,63590.0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,64670.0
1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,680310.0
1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,683560.0
1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,679100.0
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2275940.0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2269330.0
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2272580.0
1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2287710.0
1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5615690.0
1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5619060.0
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,54530.0
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,53870.0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,53750.0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,57800.0
